,person_home_ownership,person_emp_length,loan_intent,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,person_age_by_income
8041,3,0.0,2,2000,8.59,0.06,0,3,0.0007272727272727272
29689,3,2.0,5,5000,13.11,0.2,1,3,0.001
50063,3,2.0,4,12000,15.27,0.2,1,6,0.00046666666666666666
20540,0,12.0,5,10000,9.99,0.07,0,9,0.00024444444444444443
38024,3,1.0,5,10000,9.88,0.14,0,4,0.00034285714285714285
2268,3,0.0,1,10000,13.11,0.2,1,3,0.00044
19231,0,5.0,0,5500,13.16,0.02,0,5,0.00012083333333333333
18473,3,7.0,1,6000,12.42,0.24,0,4,0.00092
31661,0,7.0,1,2000,11.71,0.04,0,16,0.00072
13969,0,9.0,1,12000,11.49,0.13,0,4,0.0002777777777777778
12746,0,10.0,0,6800,5.79,0.06,0,8,0.00024955436720142603
28664,0,4.0,0,3000,6.03,0.05,0,2,0.00036666666666666667
46627,3,4.0,4,5500,5.79,0.16,0,6,0.0009142857142857143
41225,0,2.0,2,6000,14.72,0.08,0,16,0.0005733333333333334
52685,0,8.0,1,3600,7.9,0.07,0,2,0.0004181818181818182
41876,0,1.0,1,10000,15.65,0.23,0,3,0.0005454545454545455
30795,3,0.0,1,5000,12.21,0.19,0,4,0.0008518518518518519
50295,3,0.0,4,3000,6.92,0.07,0,2,0.0005111111111111112
31383,3,0.0,3,10000,11.49,0.29,0,15,0.0010416666666666667
55946,3,4.0,2,2000,7.9,0.03,0,3,0.00035714285714285714
15871,0,7.0,4,8000,8.49,0.15,0,10,0.0005818181818181818
5323,0,3.0,4,3000,10.37,0.08,0,23,0.0014166666666666668
47975,0,4.0,2,7200,6.92,0.05,0,10,0.00019333333333333333
46010,0,5.0,3,12000,5.42,0.18,0,3,0.0003692307692307692
23003,0,7.0,1,8500,6.03,0.14,0,4,0.00038333333333333334
21210,2,1.0,1,2000,13.16,0.05,1,4,0.0005476190476190477
45519,0,0.0,4,20000,5.42,0.4,0,5,0.00062
22225,3,6.0,4,8000,7.88,0.33,0,2,0.0009166666666666666
48837,3,7.0,4,6250,8.9,0.23,0,3,0.0008928571428571428
18706,0,10.0,3,10000,7.88,0.13,0,3,0.000325
51451,3,4.0,0,6000,13.11,0.1,1,5,0.0005
37842,2,7.0,3,5000,11.34,0.06,1,2,0.0002875
9395,3,5.0,1,1000,7.51,0.02,0,5,0.000590460778096092
7290,0,2.0,3,16000,11.83,0.2,0,2,0.00032933069868774386
18882,0,4.0,5,10000,6.62,0.11,0,6,0.0003
3931,0,8.0,2,7600,12.53,0.18,0,4,0.0005714285714285715
34645,0,12.0,0,16000,7.88,0.22,0,8,0.00038888888888888887
56864,3,2.0,0,5000,7.88,0.15,0,3,0.0006764705882352941
27139,3,4.0,5,4000,10.25,0.1,0,9,0.000717948717948718
10164,3,3.0,2,6500,13.49,0.13,0,4,0.00052
7608,3,6.0,1,5000,9.91,0.13,0,2,0.0006
20744,3,5.0,5,12000,11.71,0.12,0,7,0.00028
15725,3,2.0,5,10000,11.14,0.33,0,3,0.0007333333333333333
23213,3,2.0,1,6500,11.11,0.18,0,4,0.0006111111111111111
44588,0,6.0,0,11200,5.42,0.18,0,2,0.000352
30444,0,7.0,5,10000,16.89,0.21,0,4,0.00047916666666666664
38875,3,1.0,0,12000,12.53,0.11,0,4,0.0002
27145,3,5.0,5,20000,11.12,0.37,0,5,0.0005185185185185185
31006,3,1.0,3,6000,10.74,0.21,0,4,0.000896551724137931
23215,3,3.0,4,1000,7.51,0.02,0,4,0.0004
8965,3,4.0,1,11000,11.26,0.24,0,9,0.0006222222222222223
2702,3,1.0,1,3000,7.49,0.06,0,6,0.00066
19238,3,2.0,5,3000,5.79,0.06,0,8,0.0007083333333333334
44599,3,2.0,3,4000,10.38,0.1,0,6,0.000775
11366,3,3.0,3,7000,7.66,0.18,0,7,0.0007368421052631579
8157,3,1.0,5,7200,9.91,0.2,0,5,0.0008285714285714286
55075,3,13.0,3,3500,10.65,0.06,0,8,0.0005
21675,3,1.0,1,13500,6.92,0.26,0,4,0.00048
50969,0,2.0,3,4325,6.99,0.1,0,10,0.0006
29653,0,15.0,1,3000,6.76,0.05,0,6,0.0005688073394495412
35153,0,6.0,4,6000,8.49,0.07,0,5,0.000375
46052,3,0.0,2,1500,6.54,0.03,0,5,0.00054
8704,0,0.0,3,10000,9.32,0.27,0,3,0.0006133333333333334
18215,3,4.0,3,5000,13.49,0.15,0,16,0.0011470588235294118
14576,0,5.0,4,5000,8.9,0.1,0,5,0.00056
39182,0,4.0,3,10000,7.51,0.1,0,6,0.00031428571428571427
35275,3,2.0,4,5000,6.54,0.17,0,2,0.0008666666666666666
55027,3,0.0,0,15000,12.61,0.19,1,5,0.0003875
18247,0,0.0,0,10000,12.18,0.21,0,4,0.00047916666666666664
4646,3,2.0,0,20000,11.36,0.29,0,9,0.0003857142857142857
36849,3,5.0,4,15000,11.71,0.25,0,9,0.00045
43511,0,6.0,5,5000,8.94,0.12,0,4,0.0005092592592592592
29664,3,1.0,1,2000,7.9,0.04,0,3,0.0005555555555555556
1645,0,2.0,5,8000,7.88,0.15,0,4,0.0004423076923076923
50870,0,6.0,0,10000,6.03,0.1,0,3,0.00022
9591,0,8.0,3,17500,10.59,0.2,0,3,0.0002909090909090909
55315,3,0.0,3,16000,16.45,0.44,0,10,0.00075
32819,3,0.0,2,15000,14.27,0.25,1,2,0.00038333333333333334
1465,3,2.0,1,5000,12.99,0.05,0,9,0.000336734693877551
24232,3,1.0,3,6000,10.37,0.14,0,2,0.0005714285714285715
44732,3,0.0,3,5000,6.76,0.21,0,5,0.0012916666666666667
11145,0,7.0,3,6000,12.99,0.09,0,2,0.00035384615384615386
35644,0,8.0,1,5000,8.38,0.08,0,7,0.0004838709677419355
28714,3,2.0,1,10000,5.42,0.3,0,3,0.0006176470588235294
7948,3,5.0,4,2875,6.54,0.07,0,3,0.00065
859,3,5.0,0,7800,10.99,0.11,0,2,0.00034666666666666667
50601,3,4.0,2,5600,10.38,0.07,0,2,0.00032
40369,2,7.0,4,1200,11.71,0.05,0,4,0.0009126984126984128
6976,3,11.0,2,7500,12.23,0.15,1,6,0.00054
21239,2,7.0,4,8000,12.73,0.11,0,2,0.00032857142857142856
15413,0,8.0,4,8000,7.14,0.09,0,3,0.0002666666666666667
14484,0,7.0,3,10000,13.49,0.08,0,2,0.00019071310116086236
48011,0,7.0,2,6500,12.87,0.08,1,6,0.0003647058823529412
49633,0,8.0,1,9000,7.51,0.25,0,2,0.0006666666666666666
55694,3,1.0,5,7000,11.34,0.41,1,17,0.0024705882352941176
2749,3,3.0,4,10000,13.48,0.28,0,6,0.0009722222222222222
36375,0,4.0,3,35000,10.65,0.41,0,10,0.00031764705882352944
25568,0,1.0,0,2000,7.29,0.04,0,16,0.0007058823529411765
35859,0,10.0,0,6000,5.79,0.06,0,3,0.0002708333333333333
40521,3,3.0,3,6000,16.29,0.17,0,7,0.0007714285714285715
29827,0,7.0,1,10000,15.76,0.14,1,15,0.0005285714285714286
2841,0,3.0,3,18000,11.78,0.45,0,9,0.000825
26037,3,2.0,1,5000,9.63,0.13,0,2,0.0005989583333333333
45281,3,7.0,0,6000,10.08,0.1,0,2,0.00038333333333333334
41031,2,0.0,4,3000,7.29,0.13,0,4,0.0009565217391304348
13639,3,0.0,1,25000,16.32,0.34,1,4,0.00031079401113453327
38990,3,5.0,1,10000,10.36,0.29,0,2,0.0007352941176470588
8224,3,7.0,4,12000,12.42,0.17,0,3,0.00034285714285714285
25130,0,9.0,1,10000,8.49,0.11,0,2,0.0002747252747252747
41942,0,0.0,1,10000,13.57,0.17,1,2,0.00036666666666666667
57142,0,18.0,3,8000,6.99,0.07,0,17,0.0003
23323,0,4.0,3,8400,11.14,0.09,0,4,0.0002555555555555556
36787,3,3.0,3,14000,7.74,0.11,0,4,0.0002
42470,0,6.0,5,7200,7.88,0.13,0,4,0.0003793365059659287
21229,3,5.0,4,22000,11.03,0.28,0,10,0.0004125
11811,0,8.0,1,1700,11.12,0.02,0,4,0.0002666666666666667
37470,3,4.0,2,5000,6.62,0.09,0,3,0.00041379310344827585
44317,3,0.0,1,11500,15.7,0.17,0,2,0.00033823529411764706
16966,2,1.0,1,9000,12.99,0.11,0,3,0.0002588235294117647
13479,3,0.0,1,8000,10.37,0.33,0,2,0.0009166666666666666
8061,3,0.0,2,1750,12.53,0.15,0,2,0.0021666666666666666
52058,3,3.0,4,20000,12.53,0.41,0,14,0.0007628865979381444
15018,0,3.0,5,7500,6.03,0.06,0,2,0.00019166666666666667
1247,3,1.0,4,2000,10.99,0.04,0,4,0.0005
41806,3,2.0,5,6000,12.42,0.09,0,8,0.00041538461538461537
50677,0,7.0,5,13000,11.99,0.26,0,4,0.0004423076923076923
3815,0,6.0,5,5000,8.9,0.03,0,7,0.0001875
46428,0,4.0,0,5000,6.03,0.09,0,8,0.00048214285714285715
50038,2,0.0,5,4500,5.42,0.13,0,4,0.0006284996000457091
45801,0,3.0,5,7500,7.9,0.19,0,2,0.00055
20620,3,4.0,4,12000,9.63,0.21,0,8,0.0005178571428571428
38568,0,4.0,4,2000,6.62,0.07,0,2,0.0007666666666666667
40848,3,2.0,1,8000,12.99,0.08,0,4,0.0002631578947368421
21767,0,4.0,2,3500,6.03,0.06,0,6,0.0004461263922220171
56052,3,1.0,4,3500,14.96,0.08,1,2,0.0005111111111111112
24110,3,3.0,5,15000,6.54,0.47,0,4,0.0006875
26964,3,6.0,0,8000,7.49,0.2,0,5,0.000675
27831,3,5.0,3,5500,10.36,0.09,0,9,0.0005
32232,3,0.0,5,4800,10.59,0.09,0,2,0.0004181818181818182
22691,3,3.0,2,14000,7.29,0.4,0,13,0.0013428571428571428
6292,3,2.0,1,10000,8.88,0.2,0,3,0.000469426075598008
35408,0,4.0,4,20000,14.61,0.27,0,5,0.00037583892617449666
47995,3,2.0,5,4000,7.88,0.07,0,6,0.0005090909090909091
15670,3,8.0,4,8000,13.22,0.17,1,13,0.0008125
45964,3,2.0,0,2500,12.53,0.05,0,6,0.0006153846153846154
10746,3,5.0,1,12000,11.71,0.34,0,2,0.0006
14550,3,5.0,1,10000,7.14,0.21,0,4,0.0004680452727427453
27759,0,1.0,1,12000,13.48,0.15,1,3,0.0002875
31941,0,3.0,0,8000,6.91,0.15,0,7,0.0005636363636363636
10197,3,1.0,4,10000,5.42,0.2,0,16,0.00078
31526,0,6.0,4,5000,6.92,0.07,0,2,0.0003333333333333333
26954,3,1.0,0,2500,5.79,0.04,0,7,0.0005141843971631205
47191,0,6.0,3,9500,6.62,0.16,0,3,0.00037542662116040956
22159,3,5.0,1,4500,10.74,0.15,0,4,0.0007
35559,3,0.0,3,7000,11.36,0.18,0,2,0.0006052631578947369
51919,3,3.0,5,6000,11.12,0.11,0,2,0.00043636363636363637
54357,3,0.0,4,7000,8.94,0.19,0,6,0.0008333333333333334
57604,3,4.0,2,16000,11.99,0.23,0,8,0.0004
39739,3,2.0,3,11000,16.45,0.17,0,9,0.0005330882352941177
52157,3,0.0,4,4000,9.91,0.09,0,8,0.0006744186046511628
46907,0,1.0,3,4000,11.83,0.07,0,8,0.00046666666666666666
2012,0,5.0,5,3000,14.27,0.03,0,7,0.0003
16808,0,0.0,4,20000,6.54,0.34,0,8,0.0004827586206896552
12758,2,7.0,5,8500,6.62,0.21,0,6,0.0007096512570965125
48653,0,6.0,2,6000,8.94,0.11,0,6,0.0005818604989453779
54073,3,0.0,1,9600,12.18,0.4,0,4,0.0009166666666666666
10379,3,1.0,5,7500,6.62,0.19,0,4,0.000625
2118,0,0.0,4,16000,13.49,0.19,1,4,0.00028235294117647056
2236,0,8.0,4,3600,5.79,0.1,0,4,0.0006666666666666666
41960,3,3.0,4,9000,11.14,0.2,0,17,0.000782608695652174
20665,3,7.0,3,5000,11.71,0.15,0,3,0.000696969696969697
37574,2,4.0,1,5000,14.26,0.08,0,4,0.00037209302325581393
7501,3,3.0,2,5000,14.74,0.13,1,2,0.0006153846153846154
55116,0,1.0,2,15000,14.26,0.18,0,10,0.00031764705882352944
50482,3,4.0,0,4000,11.49,0.11,0,2,0.0006666666666666666
22908,3,6.0,1,6000,10.0,0.2,0,4,0.0007333333333333333
25855,0,2.0,1,12000,6.91,0.13,0,3,0.00023958333333333332
20864,3,0.0,3,8200,11.36,0.2,0,8,0.0005861664712778429
36492,0,3.0,1,10000,7.88,0.33,0,2,0.0007666666666666667
7579,3,2.0,0,5000,7.51,0.17,0,7,0.0010333333333333334
27343,3,4.0,4,3600,14.54,0.1,0,7,0.0008285714285714286
13264,2,7.0,1,4000,11.86,0.1,0,4,0.0006340028403327247
44944,0,8.0,3,2950,7.29,0.07,0,4,0.0006
33209,3,3.0,3,12800,8.49,0.37,0,8,0.0008
50148,0,7.0,1,10400,10.37,0.17,0,2,0.0003942136295077472
26511,3,5.0,4,4000,11.49,0.12,0,10,0.0009090909090909091
50940,3,1.0,2,5000,6.54,0.1,0,2,0.00048
9083,3,4.0,4,4500,6.03,0.08,0,4,0.00045454545454545455
27987,3,12.0,2,12000,13.57,0.2,1,9,0.00046666666666666666
56324,0,5.0,0,4500,7.14,0.08,0,2,0.00038181818181818184
20035,3,9.0,3,25000,17.58,0.33,0,2,0.000397456279809221
4785,3,5.0,1,5000,10.0,0.12,0,2,0.0005643894778170396
56002,0,2.0,1,5000,7.88,0.13,0,2,0.0005729166666666667
23696,0,3.0,0,8000,6.03,0.09,0,7,0.00036666666666666667
7333,2,5.0,4,3500,10.99,0.07,0,4,0.00044
5692,0,12.0,5,21000,12.18,0.28,0,10,0.00039529039726684926
58377,3,5.0,3,5000,6.92,0.12,0,3,0.0004998095963442498
47359,3,2.0,3,9000,15.96,0.27,1,3,0.0006845238095238096
6259,0,5.0,1,7500,10.38,0.15,0,7,0.000577319587628866
15320,3,7.0,1,11250,11.58,0.16,0,6,0.00040002285844905423
50286,3,3.0,2,12800,11.49,0.19,0,2,0.00037142857142857143
29463,0,1.0,0,10000,7.66,0.22,0,4,0.0005777777777777778
50301,3,2.0,3,10000,7.29,0.2,0,3,0.00044
20404,3,5.0,3,14500,19.41,0.4,1,9,0.0008611111111111111
8874,0,9.0,0,15000,15.95,0.22,0,3,0.00036231884057971015
2041,3,6.0,3,7550,10.75,0.11,0,4,0.00038630377524143984
4058,3,9.0,1,4800,7.9,0.1,0,4,0.0005208333333333333
12491,0,11.0,2,9000,13.92,0.11,0,10,0.000375
37455,0,6.0,1,7000,14.65,0.11,1,2,0.00033846153846153846
3178,0,4.0,4,4000,13.99,0.07,1,10,0.0005333333333333334
55669,0,5.0,0,4000,10.99,0.08,0,2,0.00042
24661,2,5.0,4,2400,12.69,0.08,0,2,0.0008403361344537816
53026,3,6.0,5,8000,9.91,0.2,0,3,0.00055
27632,0,4.0,0,5000,13.98,0.1,1,4,0.0004583333333333333
39346,3,3.0,0,5000,13.49,0.07,1,2,0.00030344827586206897
3899,3,2.0,0,10000,12.73,0.13,0,4,0.00032
8918,0,1.0,5,21000,14.74,0.17,1,3,0.0001811023622047244
7295,3,4.0,4,6625,6.03,0.06,0,2,0.00023636363636363636
40985,3,4.0,0,5200,9.63,0.1,0,2,0.00044444444444444447
58201,3,1.0,0,3200,6.99,0.03,0,4,0.00024210526315789473
30625,0,0.0,5,20000,14.65,0.15,1,7,0.00025384615384615387
49020,0,4.0,1,10000,10.36,0.17,0,5,0.00055
56200,0,4.0,3,15000,11.49,0.13,0,12,0.0003
57502,3,0.0,1,4550,7.88,0.14,0,4,0.0006363636363636364
3001,3,1.0,0,1500,12.98,0.03,0,6,0.0006875
55067,0,6.0,0,7000,7.14,0.13,0,4,0.0004230769230769231
49050,3,2.0,0,6000,13.06,0.26,0,7,0.0013983569306065373
47182,2,12.0,1,8000,13.98,0.06,0,10,0.000224
31513,3,4.0,1,3000,7.68,0.12,0,14,0.00156
24559,3,2.0,0,10000,11.49,0.33,0,5,0.0009
53140,0,11.0,5,15000,6.03,0.44,0,5,0.0007941176470588235
8947,0,10.0,3,7200,8.49,0.18,0,3,0.0006666666666666666
373,0,4.0,1,5000,10.99,0.06,0,3,0.0002666666666666667
22218,0,7.0,5,10000,7.29,0.2,0,3,0.00046
50124,3,6.0,4,5000,10.74,0.09,0,10,0.0005091279365772056
49867,3,1.0,0,5800,13.16,0.14,1,10,0.0007142857142857143
52172,0,7.0,4,7500,6.03,0.09,0,3,0.0002875
46399,3,1.0,4,10000,13.49,0.28,1,9,0.0007777777777777777
55526,0,6.0,1,10000,9.99,0.28,0,4,0.0006111111111111111
50776,0,4.0,4,20000,12.53,0.22,0,7,0.0003222222222222222
15664,3,4.0,1,14000,14.42,0.3,0,3,0.00045986622073578595
36196,3,1.0,1,12000,7.88,0.14,0,3,0.0002588235294117647
29352,0,7.0,3,10000,13.47,0.14,1,4,0.00032857142857142856
36039,3,3.0,1,7000,12.84,0.12,0,4,0.0003636363636363636
45999,3,2.0,5,14000,7.29,0.35,0,2,0.00055
25639,3,5.0,1,6000,11.49,0.17,0,7,0.0009166666666666666
27045,3,7.0,2,25475,16.29,0.42,0,4,0.00038333333333333334
24273,0,11.0,1,10000,7.88,0.11,0,10,0.0003333333333333333
1478,3,6.0,3,6000,14.22,0.12,0,3,0.0004230769230769231
46829,3,2.0,0,9600,13.11,0.12,0,4,0.0002948717948717949
50893,3,8.0,3,6000,11.49,0.08,0,13,0.0005070422535211268
21976,0,5.0,3,4800,14.61,0.09,1,5,0.0005122950819672131
58143,0,7.0,1,5000,11.71,0.07,0,3,0.00031944444444444446
4162,3,1.0,4,2500,10.74,0.06,0,2,0.00055
58113,2,2.0,4,10000,8.94,0.29,0,3,0.0006857142857142857
42214,3,2.0,4,10000,11.14,0.26,0,16,0.0009998947479212714
55721,2,2.0,0,1200,14.61,0.04,0,2,0.0007051282051282052
17736,3,7.0,4,7000,16.95,0.13,1,5,0.0005740740740740741
48201,3,9.0,1,7500,8.94,0.14,0,3,0.0004905660377358491
46115,0,2.0,2,12000,10.0,0.17,0,4,0.00035714285714285714
29385,0,0.0,5,3000,19.69,0.01,0,16,0.00018
27687,3,2.0,0,10000,18.3,0.3,1,4,0.0006310854670032456
5881,3,8.0,0,6500,10.25,0.18,0,4,0.0006666666666666666
38879,3,0.0,0,9000,8.49,0.15,0,2,0.00036666666666666667
43697,0,7.0,1,9000,11.99,0.09,0,4,0.00023
56797,0,3.0,0,2300,6.99,0.05,0,2,0.0005555555555555556
30278,3,10.0,1,10000,14.61,0.18,1,2,0.0004642857142857143
45695,3,0.0,1,13000,16.4,0.12,0,4,0.0002602811035918792
6977,0,4.0,1,25000,15.62,0.36,0,2,0.00032857142857142856
27984,0,7.0,0,9000,7.88,0.16,0,3,0.00045454545454545455
20032,3,4.0,3,13000,11.71,0.38,0,4,0.0007692307692307692
35767,0,4.0,1,10000,10.65,0.21,0,3,0.0005416666666666666
56833,0,2.0,5,4000,10.99,0.05,0,3,0.0002875
50852,3,2.0,0,5200,7.88,0.1,0,2,0.0003962264150943396
52165,3,0.0,2,12000,8.9,0.2,0,3,0.0004333333333333333
44368,0,0.0,3,10000,10.99,0.11,0,12,0.0004631578947368421
43369,0,8.0,2,15000,9.32,0.23,0,7,0.00047692307692307693
26248,3,9.0,3,7500,14.27,0.19,1,5,0.0007
5024,0,5.0,5,25000,11.49,0.21,0,4,0.00021998663158161928
10176,3,4.0,3,6000,12.42,0.13,0,6,0.0006382978723404255
42573,0,1.0,5,15000,6.62,0.15,0,9,0.00029
46271,3,9.0,1,9000,7.49,0.25,0,9,0.0009722222222222222
33533,0,8.0,4,9800,6.03,0.13,0,3,0.0003333333333333333
11276,2,10.0,3,12000,11.86,0.28,0,4,0.0005918560606060606
9581,3,3.0,1,6000,7.88,0.15,0,3,0.00055
38834,0,4.0,2,6000,6.99,0.07,0,5,0.0003375
8651,3,8.0,1,10000,10.99,0.1,0,4,0.0002652952940696298
553,0,14.0,2,25000,11.12,0.31,0,7,0.0004
33643,0,6.0,5,3000,7.14,0.09,0,3,0.0006285714285714285
43324,3,3.0,3,19000,7.49,0.3,0,2,0.00041932778530417395
2604,0,7.0,4,2500,12.73,0.06,1,3,0.0005111111111111112
45804,3,1.0,5,12200,10.74,0.42,0,5,0.001
1095,3,3.0,0,12000,12.73,0.24,1,2,0.00048
41104,3,4.0,3,7200,10.65,0.22,0,2,0.000696969696969697
45362,3,11.0,4,3000,7.66,0.06,0,6,0.0005
17950,3,3.0,1,3000,10.59,0.11,0,2,0.0007857142857142857
22309,0,5.0,4,5000,6.62,0.14,0,6,0.0009714285714285714
47972,0,2.0,2,7500,7.74,0.06,0,16,0.0004
758,0,8.0,1,5000,12.18,0.1,0,3,0.00048
41793,3,2.0,1,10000,14.27,0.17,1,3,0.0004
1658,0,8.0,5,2000,7.49,0.04,0,2,0.0005333333333333334
6982,0,10.0,0,5000,7.75,0.04,0,3,0.00022569444444444443
36221,3,2.0,0,3000,11.99,0.07,0,2,0.0005609208857672422
5064,3,6.0,5,8000,12.42,0.11,0,7,0.0005
29001,3,3.0,5,3500,7.49,0.18,0,27,0.0030526315789473684
28223,0,9.0,0,18000,7.9,0.12,0,10,0.00022666666666666666
24729,3,2.0,3,7000,10.75,0.23,0,5,0.0011333333333333334
28245,3,7.0,0,5000,9.62,0.08,0,3,0.00034074074074074074
30741,3,4.0,4,10000,14.79,0.24,0,4,0.000585308750365818
35781,3,2.0,0,6000,8.9,0.08,0,9,0.0004533333333333333
50562,3,0.0,1,5000,6.99,0.11,0,4,0.0005111111111111112
37560,0,8.0,2,3600,6.99,0.06,0,2,0.00041594454072790295
3082,3,6.0,5,12000,15.65,0.13,1,10,0.0003111111111111111
2255,0,5.0,1,6000,7.49,0.09,0,4,0.00032307692307692305
18820,0,3.0,1,10000,7.51,0.18,0,3,0.00038596491228070175
14883,0,7.0,1,10000,11.71,0.08,0,3,0.00019166666666666667
10064,0,0.0,3,5000,9.25,0.11,0,10,0.0006
34278,3,0.0,1,16000,7.9,0.3,0,4,0.0004150943396226415
34596,0,6.0,5,10000,11.49,0.08,0,4,0.00018333333333333334
58263,3,9.0,3,9400,15.65,0.21,1,4,0.0005909090909090909
42502,2,5.0,3,6000,10.99,0.2,0,2,0.0007
43211,0,3.0,4,12000,9.91,0.09,0,15,0.0003076923076923077
26466,3,8.0,1,10000,13.92,0.13,1,2,0.0003
43066,3,1.0,2,14000,12.21,0.23,0,8,0.0005
38573,3,7.0,1,10000,7.29,0.2,0,3,0.00046
19744,3,4.0,4,3200,7.68,0.13,0,3,0.0008461538461538462
28320,3,5.0,3,5000,11.49,0.08,0,3,0.0004333333333333333
24532,0,5.0,0,6000,9.32,0.09,0,3,0.00031428571428571427
28754,0,2.0,4,20000,6.54,0.24,0,3,0.0003048780487804878
2809,2,1.0,2,5000,14.96,0.08,1,9,0.00045
38357,2,0.0,2,1800,14.22,0.05,0,14,0.0012222222222222222
57381,3,3.0,4,5000,10.65,0.17,0,14,0.0012
48190,3,5.0,5,8000,7.49,0.21,0,3,0.0005989583333333333
40426,3,4.0,3,6000,10.08,0.14,0,8,0.0007619047619047619
10990,0,14.0,4,7000,6.62,0.14,0,9,0.0006122448979591836
48790,3,0.0,3,7000,7.51,0.16,0,2,0.0005777777777777778
41384,0,14.0,1,13500,7.49,0.11,0,10,0.00023529411764705883
32937,0,2.0,4,5000,8.49,0.04,0,8,0.00022900064120179536
46665,3,2.0,2,12000,11.71,0.32,0,5,0.0008157894736842105
5159,3,8.0,0,6400,12.69,0.13,0,4,0.00048
13925,3,9.0,0,5000,18.25,0.1,1,4,0.0005
22194,3,5.0,1,3200,12.42,0.07,0,12,0.0008297872340425531
15346,0,3.0,5,4000,6.62,0.03,0,2,0.0002173913043478261
11716,3,6.0,5,5000,9.91,0.17,0,2,0.0007333333333333333
42951,3,10.0,1,15000,16.49,0.15,1,15,0.00043
24650,3,3.0,4,6000,9.91,0.07,0,17,0.00048747562621868906
6654,3,1.0,4,25000,11.11,0.19,0,5,0.0002307763315794332
45969,3,5.0,4,20000,13.06,0.22,0,8,0.0003111111111111111
39825,3,4.0,1,5000,11.71,0.25,0,3,0.0013
4370,3,0.0,0,12250,13.85,0.38,0,3,0.0008125
43808,0,7.0,5,2500,16.49,0.05,0,3,0.00046
9907,3,6.0,1,4750,15.62,0.12,1,4,0.00055
15350,3,16.0,2,6000,13.98,0.08,1,7,0.00041025641025641023
46329,3,1.0,0,20000,13.16,0.21,1,3,0.0002526315789473684
48359,3,2.0,2,8500,13.49,0.17,1,9,0.0006122448979591836
57865,0,6.0,3,5600,17.19,0.16,1,10,0.0007714285714285715
14523,3,1.0,2,5000,15.62,0.1,1,3,0.0005102040816326531
54984,0,2.0,2,5000,6.03,0.07,0,10,0.0004017857142857143
50398,0,3.0,4,5000,7.14,0.06,0,2,0.0003125
32865,3,5.0,4,12000,11.71,0.1,0,2,0.000184
10374,3,1.0,1,12000,16.0,0.38,0,2,0.0008125
16815,0,7.0,3,18000,13.79,0.16,1,2,0.0002090909090909091
55499,0,6.0,4,10000,13.87,0.19,0,2,0.0004230769230769231
40053,3,1.0,5,24250,10.37,0.2,0,4,0.0002
26805,3,4.0,5,10000,10.25,0.17,0,4,0.0004333333333333333
44819,2,10.0,2,14500,7.88,0.26,0,2,0.0004727272727272727
19677,3,0.0,1,2400,10.38,0.04,0,10,0.0005455537370430987
30474,0,4.0,1,8000,13.98,0.12,0,10,0.0004461538461538462
6931,0,8.0,5,4000,10.74,0.06,0,3,0.0003529204164460914
39050,0,9.0,1,7750,16.77,0.12,0,8,0.0005882649545355228
56454,3,0.0,1,6000,14.27,0.08,1,4,0.0003066666666666667
16546,0,1.0,0,10000,12.73,0.18,0,16,0.0006909090909090909
2197,0,7.0,3,12000,6.54,0.08,0,3,0.00016666666666666666
26060,2,9.0,4,3500,10.74,0.03,0,3,0.00020833333333333335
27444,0,13.0,0,8000,7.49,0.13,0,6,0.00048333333333333334
17072,2,1.0,1,6000,11.99,0.2,0,4,0.0008
34326,3,3.0,4,6000,7.66,0.2,0,6,0.0009666666666666667
22766,3,0.0,1,2400,10.65,0.07,0,2,0.0006267806267806268
6175,3,15.0,0,10000,6.17,0.17,0,9,0.0005333333333333334
34960,3,4.0,0,11500,7.51,0.27,0,6,0.0007619047619047619
21714,0,5.0,5,8000,12.53,0.16,0,9,0.00062
38803,3,3.0,3,5000,7.51,0.11,0,3,0.0004888888888888889
31247,0,5.0,1,7500,8.49,0.21,0,2,0.0006111111111111111
32806,0,0.0,3,12000,6.91,0.12,0,3,0.00026804123711340205
25746,0,12.0,2,5000,11.49,0.07,0,7,0.0003733333333333333
57438,3,4.0,2,8000,12.42,0.19,0,16,0.0009761904761904762
35288,0,6.0,5,14500,5.42,0.19,0,6,0.000358974358974359
25033,0,5.0,5,10000,7.51,0.15,0,10,0.0004461538461538462
21852,3,0.0,1,15000,7.88,0.24,0,4,0.0003386878265918328
23843,0,5.0,1,20000,11.26,0.16,0,4,0.00018852459016393443
46445,0,4.0,5,15000,8.94,0.16,0,3,0.00024210526315789473
2109,0,9.0,0,19925,15.57,0.35,0,4,0.0004385964912280702
50101,3,0.0,2,9000,14.59,0.14,1,6,0.000391304347826087
23211,3,8.0,3,25000,11.83,0.18,0,3,0.00017142857142857143
38240,0,9.0,0,17000,6.03,0.12,0,4,0.00018115942028985507
52430,3,16.0,4,8000,14.46,0.1,0,17,0.0005757628858237164
40498,0,0.0,2,10000,12.18,0.12,0,5,0.0003647058823529412
37495,0,4.0,4,5000,7.14,0.06,0,9,0.00034615384615384613
662,0,6.0,5,5000,6.62,0.1,0,4,0.00044
28962,3,16.0,2,19000,8.9,0.26,0,10,0.0004583333333333333
25188,0,3.0,5,2000,8.9,0.02,0,4,0.00020661157024793388
